NER,frequency,to appear? (yes/no),EN name,EL name
third countries,1,yes,Third Countries,Τρίτες Χώρες
party of regional development,1,yes,Party Of Regional Development,Κόμμα Περιφερειακής Ανάπτυξης
pandemic years,1,yes,Pandemic Years,Χρόνια Πανδημίας
european policy,1,yes,European Policy,Ευρωπαϊκή Πολιτική
primary education,1,yes,Primary Education,Πρωτοβάθμια Εκπαίδευση
tutorials,1,yes,Tutorials,Σεμινάρια
teaching,1,yes,Teaching,Διδασκαλία
foreign language certification,1,yes,Foreign Language Certification,Πιστοποίηση Ξένης Γλώσσας
computer skills,1,yes,Computer Skills,Γνώσεις Πληροφορικής
teacher incentives,1,yes,Teacher Incentives,Κίνητρα Για Τους Εκπαιδευτικούς
greek wine,1,yes,Greek Wine,Ελληνικό Κρασί
greek processed products,1,yes,Greek Processed Products,Ελληνικά Μεταποιημένα Προϊόντα
greek oil,1,yes,Greek Oil,Ελληνικό Λάδι
zoylou,1,yes,Zoylou,Zoylou
lukashenko,1,yes,Lukashenko,Lukashenko
authoritarian leaders,1,yes,Authoritarian Leaders,Αυταρχικοί Ηγέτες
fronex,1,yes,Fronex,Fronex
member of the european parliament,1,yes,Member Of The European Parliament,Μέλος Του Ευρωπαϊκού Κοινοβουλίου
european forums,1,yes,European Forums,Ευρωπαϊκά Φόρουμ
poles,1,yes,Poles,Πόλοι
aegean islands,1,yes,Aegean Islands,Νησιά Του Αιγαίου
european bureaucracy,1,yes,European Bureaucracy,Ευρωπαϊκή Γραφειοκρατία
solidarity,1,yes,Solidarity,Αλληλεγγύη
chair,1,yes,Chair,Καρέκλα
town,1,yes,Town,Πόλη
reason,1,yes,Reason,Λόγος
cleopatra,1,yes,Cleopatra,Κλεοπάτρα
netflix,1,yes,Netflix,Netflix
ptolemy,1,yes,Ptolemy,Πτολεμαίος
skopjeans,1,yes,Skopjeans,Skopjeans
hellenistic civilization,1,yes,Hellenistic Civilization,Ελληνιστικός Πολιτισμός
linear a,1,yes,Linear A,Γραμμικό Α
linear b,1,yes,Linear B,Γραμμική B
the world,1,yes,The World,Ο Κόσμος
2004 to 2023,1,yes,2004 To 2023,2004 Έως 2023
400 billion euros,1,yes,400 Billion Euros,400 Δισεκατομμύρια Ευρώ
week,1,yes,Week,Εβδομάδα
erc,1,yes,Erc,Erc
mr koutroumanos,1,yes,Mr Koutroumanos,Κ. Koutroumanos
greek expatriates,1,yes,Greek Expatriates,Έλληνες Ομογενείς
houston,1,yes,Houston,Houston
north-epetians,1,yes,North-epetians,Βορειοηπειρώτες
sofia,1,yes,Sofia,Σοφία
perth,1,yes,Perth,Περθ
greek national issues,1,yes,Greek National Issues,Ελληνικά Εθνικά Θέματα
mr roubini,1,yes,Mr Roubini,Κ. Ρουμπινί
greek-egyptian eez,1,yes,Greek-egyptian Eez,Ελληνικά-αιγυπτιακά Eez
egyptian,1,yes,Egyptian,Αιγυπτιακή
cretan,1,yes,Cretan,Cretan
three-party government,1,yes,Three-party Government,Τρικομματική Κυβέρνηση
elon musk,1,yes,Elon Musk,Elon Musk
twitter,1,yes,Twitter,Twitter
corrupt state,1,yes,Corrupt State,Διεφθαρμένο Κράτος
journalism,1,yes,Journalism,Δημοσιογραφία
publishers,1,yes,Publishers,Εκδότες
greek journalism,1,yes,Greek Journalism,Ελληνική Δημοσιογραφία
greek information,1,yes,Greek Information,Ελληνικές Πληροφορίες
third world countries,1,yes,Third World Countries,Χώρες Του Τρίτου Κόσμου
athens parastate,1,yes,Athens Parastate,Αθηναϊκό Παρακράτος
unemployment fund,1,yes,Unemployment Fund,Ταμείο Ανεργίας
salary,1,yes,Salary,Μισθός
maritime loans,1,yes,Maritime Loans,Ναυτιλιακά Δάνεια
university of houston geological survey,1,yes,University Of Houston Geological Survey,Γεωλογική Έρευνα Του Πανεπιστημίου Του Χιούστον
ellelides,1,yes,Ellelides,Ellelides
foskolos,1,yes,Foskolos,Φώσκολος
national issues,1,yes,National Issues,Εθνικά Θέματα
english,1,yes,English,Αγγλικά
convention on the law of the sea,1,yes,Convention On The Law Of The Sea,Σύμβαση Για Το Δίκαιο Της Θάλασσας
economic problem,1,yes,Economic Problem,Οικονομικό Πρόβλημα
hotspots,1,yes,Hotspots,Hotspots
pakistanis,1,yes,Pakistanis,Πακιστάν
afghans,1,yes,Afghans,Αφγανός
somalis,1,yes,Somalis,Σομαλοί
xenophon,1,yes,Xenophon,Xenophon
thucydides,1,yes,Thucydides,Θουκυδίδης
athenian parastate,1,yes,Athenian Parastate,Αθηναϊκό Παρακράτος
norwegian,1,yes,Norwegian,Νορβηγική
norway,1,yes,Norway,Νορβηγία
500 billion euros,1,yes,500 Billion Euros,500 Δισεκατομμύρια Ευρώ
4.05 thousand euros,1,yes,4.05 Thousand Euros,"4,05 Χιλιάδες Ευρώ"
400 euros,1,yes,400 Euros,400 Ευρώ
4 and 5000 euros,1,yes,4 And 5000 Euros,4 Και 5000 Ευρώ
the bipartisan committee,1,yes,The Bipartisan Committee,Η Διακομματική Επιτροπή
athens paramounty,1,yes,Athens Paramounty,Αθήνα Paramounty
110 channels informative,1,yes,110 Channels Informative,110 Κανάλια Ενημερωτικά
northern greeks,1,yes,Northern Greeks,Βορειοελλαδίτες
1912,1,yes,1912,1912
17 november trials,1,yes,17 November Trials,17 Δοκιμές Νοεμβρίου
the three of them,1,yes,The Three Of Them,Οι Τρεις Τους
two of them,1,yes,Two Of Them,Δύο Από Αυτούς
candidate for prime minister,1,yes,Candidate For Prime Minister,Υποψήφιος Πρωθυπουργός
stockholm,1,yes,Stockholm,Στοκχόλμη
abderism,1,yes,Abderism,Αβδηριτισμός
avdira,1,yes,Avdira,Avdira
livestock breeders,1,yes,Livestock Breeders,Κτηνοτρόφοι
hunger,1,yes,Hunger,Πείνα
shipowner,1,yes,Shipowner,Πλοιοκτήτης
milk imports,1,yes,Milk Imports,Εισαγωγές Γάλακτος
amalia,1,yes,Amalia,Amalia
national channels,1,yes,National Channels,Εθνικά Κανάλια
regional channels,1,yes,Regional Channels,Περιφερειακά Κανάλια
plutocracy,1,yes,Plutocracy,Πλουτοκρατία
consulate,1,yes,Consulate,Προξενείο
greek pomak,1,yes,Greek Pomak,Ελληνικό Πομάκι
dirty war,1,yes,Dirty War,Βρώμικος Πόλεμος
last election,1,yes,Last Election,Τελευταίες Εκλογές
paul carvell,1,yes,Paul Carvell,Paul Carvell
tours,1,yes,Tours,Πύργοι
pm's entourage,1,yes,Pm's Entourage,Ο Περίγυρος Του Π.μ.
new democrat,1,yes,New Democrat,Νέος Δημοκράτης
blinken,1,yes,Blinken,Λάμψη
kochi rahmi,1,yes,Kochi Rahmi,Kochi Rahmi
skopjan,1,yes,Skopjan,Skopjan
greek party,1,yes,Greek Party,Ελληνικό Κόμμα
apostolos pavlos street,1,yes,Apostolos Pavlos Street,Οδός Αποστόλου Παύλου
kemal atatürk,1,yes,Kemal Atatürk,Κεμάλ Ατατούρκ
3 independent companies,1,yes,3 Independent Companies,3 Ανεξάρτητες Εταιρείες
mr. koutroumanou,1,yes,Mr. Koutroumanou,Κ. Koutroumanou
ignatius,1,yes,Ignatius,Ignatius
mr. vourliotis,1,yes,Mr. Vourliotis,Κ. Βουρλιώτης
gigashvili,1,yes,Gigashvili,Gigashvili
mykonos,1,yes,Mykonos,Μύκονος
mr vrouliotis,1,yes,Mr Vrouliotis,Ο Κ. Βρουλιώτης
mr gerapetritis,1,yes,Mr Gerapetritis,Κ. Gerapetritis
athens-centric system,1,yes,Athens-centric System,Αθηνοκεντρικό Σύστημα
ypertifond,1,yes,Ypertifond,Ypertifond
unemployment rate,1,yes,Unemployment Rate,Ποσοστό Ανεργίας
accounting,1,yes,Accounting,Λογιστική
livestock economy,1,yes,Livestock Economy,Οικονομία Της Κτηνοτροφίας
fishing economy,1,yes,Fishing Economy,Αλιευτική Οικονομία
smes (small and medium-sized enterprises),1,yes,Smes (small And Medium-sized Enterprises),Smes (μικρές Και Μεσαίες Επιχειρήσεις)
800,1,yes,800,800
natura areas,1,yes,Natura Areas,Περιοχές Της Φύσης
their friends,1,yes,Their Friends,Τους Φίλους Τους
food industry,1,yes,Food Industry,Βιομηχανία Τροφίμων
leaders of the parties,1,yes,Leaders Of The Parties,Οι Ηγέτες Των Κομμάτων
middlemen,1,yes,Middlemen,Μεσάζοντες
farmer producer,1,yes,Farmer Producer,Παραγωγός Αγρότης
grocery store,1,yes,Grocery Store,Παντοπωλείο
manufacturing plant,1,yes,Manufacturing Plant,Εργοστάσιο Παραγωγής
wholesaler,1,yes,Wholesaler,Χονδρέμπορος
note: there are no political parties mentioned in the text,1,yes,Note: There Are No Political Parties Mentioned In The Text,Σημείωση: Δεν Αναφέρονται Πολιτικά Κόμματα Στο Κείμενο
party chairman,1,yes,Party Chairman,Πρόεδρος Του Κόμματος
publicly traded company,1,yes,Publicly Traded Company,Εισηγμένη Εταιρεία
supplier group,1,yes,Supplier Group,Ομάδα Προμηθευτών
central banker,1,yes,Central Banker,Κεντρικός Τραπεζίτης
fabius panetta,1,yes,Fabius Panetta,Fabius Panetta
société générale,1,yes,Société Générale,Γενική Κοινωνία
ceo,1,yes,Ceo,Ceo
3 parties,1,yes,3 Parties,3 Μέρη
systemic mandate,1,yes,Systemic Mandate,Συστημική Εντολή
gerapetritis,1,yes,Gerapetritis,Γεραπετρίτιδα
taiwan,1,yes,Taiwan,Ταϊβάν
vucic,1,yes,Vucic,Vucic
caretaker government,1,yes,Caretaker Government,Υπηρεσιακή Κυβέρνηση
old milltown,1,yes,Old Milltown,Παλιά Πόλη Του Μύλου
paula,1,yes,Paula,Paula
mr kaouki,1,yes,Mr Kaouki,Ο Κ. Kaouki
mylonakis,1,yes,Mylonakis,Μυλωνάκης
presidential elections,1,yes,Presidential Elections,Προεδρικές Εκλογές
chairman's views,1,yes,Chairman's Views,Απόψεις Του Προέδρου
patriotic forces,1,yes,Patriotic Forces,Πατριωτικές Δυνάμεις
tzounis,1,yes,Tzounis,Tzounis
mr. tsounis,1,yes,Mr. Tsounis,Κ. Τσούνης
f16s,1,yes,F16s,F16s
messina,1,yes,Messina,Messina
greek mep,1,yes,Greek Mep,Ελληνικά Whack
kalamata olive,1,yes,Kalamata Olive,Ελιά Καλαμών
praetorian troops,1,yes,Praetorian Troops,Πραιτοριανά Στρατεύματα
tv flash,1,yes,Tv Flash,Flash Tv
kastoria network,1,yes,Kastoria Network,Δίκτυο Καστοριάς
sky,1,yes,Sky,Sky
september 55,1,yes,September 55,Σεπτέμβριος 55
greeks of constantinople,1,yes,Greeks Of Constantinople,Έλληνες Της Κωνσταντινούπολης
capital of greece,1,yes,Capital Of Greece,Πρωτεύουσα Της Ελλάδας
beleri,1,yes,Beleri,Beleri
greek army,1,yes,Greek Army,Ελληνικός Στρατός
albanian special forces,1,yes,Albanian Special Forces,Αλβανικές Ειδικές Δυνάμεις
katsifa,1,yes,Katsifa,Katsifa
gumas,1,yes,Gumas,Γκούμας
kokavesi,1,yes,Kokavesi,Νερό Κακάο
kola,1,yes,Kola,Kola
albanian regime,1,yes,Albanian Regime,Αλβανικό Καθεστώς
tirana,1,yes,Tirana,Τίρανα
community funds,1,yes,Community Funds,Κοινοτικά Κεφάλαια
greek redneck,1,yes,Greek Redneck,Έλληνας Βλάχος
prime minister erdogan,1,yes,Prime Minister Erdogan,Πρωθυπουργός Ερντογάν
chavusoglu,1,yes,Chavusoglu,Chavusoglu
dendias,1,yes,Dendias,Dendias
prespa agreement,1,yes,Prespa Agreement,Συμφωνία Των Πρεσπών
ccpc,1,yes,Ccpc,Ccpc
stavroulakis,1,yes,Stavroulakis,Σταυρουλάκης
norwegians,1,yes,Norwegians,Νορβηγοί
erdoganism,1,yes,Erdoganism,Erdoganism
davutoglu doctrine,1,yes,Davutoglu Doctrine,Δόγμα Davutoglu
erdogan's doctrine of ism,1,yes,Erdogan's Doctrine Of Ism,Το Δόγμα Του Ισμού Του Ερντογάν
kemalism,1,yes,Kemalism,Χημισμός
kilicdaroglu,1,yes,Kilicdaroglu,Kilicdaroglu
kozanians,1,yes,Kozanians,Κοσσάνιοι
22,1,yes,22,22
parallai,1,yes,Parallai,Parallai
university police officers,1,yes,University Police Officers,Πανεπιστημιακοί Αστυνομικοί
6 political leaders meeting,1,yes,6 Political Leaders Meeting,6 Συνάντηση Πολιτικών Ηγετών
conservative citizens,1,yes,Conservative Citizens,Συντηρητικοί Πολίτες
may 23rd,1,yes,May 23rd,23 Μαΐου
next sunday night,1,yes,Next Sunday Night,Την Επόμενη Κυριακή Το Βράδυ
new kid,1,yes,New Kid,Νέο Παιδί
democratic and progressive party,1,yes,Democratic And Progressive Party,Δημοκρατικό Και Προοδευτικό Κόμμα
right-wing party,1,yes,Right-wing Party,Δεξιό Κόμμα
regulation of debts,1,yes,Regulation Of Debts,Ρύθμιση Οφειλών
coffers,1,yes,Coffers,Ταμεία
€2,1,yes,€2,€2
thirteenth pension,1,yes,Thirteenth Pension,Δέκατη Τρίτη Σύνταξη
energy and food cartels,1,yes,Energy And Food Cartels,Καρτέλ Ενέργειας Και Τροφίμων
fuel cartels,1,yes,Fuel Cartels,Καρτέλ Καυσίμων
whisky,1,yes,Whisky,Ουίσκι
outpatient clinics,1,yes,Outpatient Clinics,Κλινικές Εξωτερικών Ασθενών
surgeries,1,yes,Surgeries,Χειρουργικές Επεμβάσεις
our plan,1,yes,Our Plan,Το Σχέδιό Μας
agricultural school,1,yes,Agricultural School,Γεωργική Σχολή
local land improvement agencies,1,yes,Local Land Improvement Agencies,Τοπικοί Οργανισμοί Εγγείων Βελτιώσεων
platygiali,1,yes,Platygiali,Platygiali
karpenisi,1,yes,Karpenisi,Karpenisi
pathe,1,yes,Pathe,Pathe
nazi occupiers,1,yes,Nazi Occupiers,Ναζιστές Κατακτητές
good friday,1,yes,Good Friday,Καλή Παρασκευή
kalyvia,1,yes,Kalyvia,Kalyvia
skertzos,1,yes,Skertzos,Skertzos
occupation loan,1,yes,Occupation Loan,Επαγγελματικό Δάνειο
executions,1,yes,Executions,Εκτελέσεις
hardships,1,yes,Hardships,Δυσκολίες
torture,1,yes,Torture,Βασανιστήρια
murders,1,yes,Murders,Δολοφονίες
housewife,1,yes,Housewife,Νοικοκυρά
mother,1,yes,Mother,Μητέρα
professional,1,yes,Professional,Επαγγελματικό
retiree,1,yes,Retiree,Συνταξιούχος
14%,1,yes,14%,14%
better pensions,1,yes,Better Pensions,Καλύτερες Συντάξεις
staff state,1,yes,Staff State,Κατάσταση Προσωπικού
eight-hour period,1,yes,Eight-hour Period,Περίοδο Οκτώ Ωρών
third week of the month,1,yes,Third Week Of The Month,Τρίτη Εβδομάδα Του Μήνα
7.4%,1,yes,7.4%,7.4%
111,1,yes,111,111
7 pulmonologists,1,yes,7 Pulmonologists,7 Πνευμονολόγοι
6 pediatricians,1,yes,6 Pediatricians,6 Παιδίατροι
10 doctors,1,yes,10 Doctors,10 Γιατροί
7 billion euros,1,yes,7 Billion Euros,7 Δισεκατομμύρια Ευρώ
rural world,1,yes,Rural World,Αγροτικός Κόσμος
female animals,1,yes,Female Animals,Θηλυκά Ζώα
sack,1,yes,Sack,Σάκος
fertilizer,1,yes,Fertilizer,Λίπασμα
laws and regulations,1,yes,Laws And Regulations,Νόμοι Και Κανονισμοί
beachside centre,1,yes,Beachside Centre,Παραλιακό Κέντρο
freedom and democracy,1,yes,Freedom And Democracy,Ελευθερία Και Δημοκρατία
social struggles for progress,1,yes,Social Struggles For Progress,Κοινωνικοί Αγώνες Για Την Πρόοδο
simeon,1,yes,Simeon,Συμεών
ares velouchiotis,1,yes,Ares Velouchiotis,Άρης Βελουχιώτης
pope anymphonos,1,yes,Pope Anymphonos,Πάπας Άνθιμος
